Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00     15.92     0.00    60122     0.00     0.00  caml_raise
  0.00     15.92     0.00    59072     0.00     0.00  camlOmake_cache__do_stat_unix_1688
  0.00     15.92     0.00    58675     0.00     0.00  camlOmake_build_util__command_worklist_1677
  0.00     15.92     0.00    58303     0.00     0.00  camlOmake_shell_lex__lex_tok_1102
  0.00     15.92     0.00    57530     0.00     0.00  camlLm_string_util__scan_white_1343
  0.00     15.92     0.00    57142     0.00     0.00  camlCamlinternalFormat__make_printf_60247
  0.00     15.92     0.00    57078     0.00     0.00  camlOmake_command__arg_buffer_contents_1028
  0.00     15.92     0.00    57078     0.00     0.00  camlOmake_eval__arg_of_values_1147
  0.00     15.92     0.00    57078     0.00     0.00  camlOmake_eval__collect_1560
  0.00     15.92     0.00    57078     0.00     0.00  camlOmake_shell_parse__fun_1401
  0.00     15.92     0.00    55850     0.00     0.00  camlOmake_command_digest__fun_1872
  0.00     15.92     0.00    55850     0.00     0.00  camlOmake_command_digest__squash_arg_string_1544
  0.00     15.92     0.00    54900     0.00     0.00  camlOmake_env__fun_4606
  0.00     15.92     0.00    54106     0.00     0.00  camlOmake_node__add_flag_code_2795
  0.00     15.92     0.00    53600     0.00     0.00  camlOmake_builtin_base__fun_2927
  0.00     15.92     0.00    53600     0.00     0.00  camlOmake_builtin_base__fun_2940
  0.00     15.92     0.00    52702     0.00     0.00  camlOmake_eval__fun_4093
  0.00     15.92     0.00    52700     0.00     0.00  camlOmake_command_digest__fun_1879
  0.00     15.92     0.00    52679     0.00     0.00  camlOmake_command__arg_buffer_add_string_1012
  0.00     15.92     0.00    50992     0.00     0.00  camlLm_string_util__scan_white_1281
  0.00     15.92     0.00    50432     0.00     0.00  camlChar__chr_1010
  0.00     15.92     0.00    50095     0.00     0.00  camlOmake_node__fine_compare_1593
  0.00     15.92     0.00    48239     0.00     0.00  camlLm_string_util__tokens_add_1262
  0.00     15.92     0.00    47540     0.00     0.00  camlLm_set__union_aux_1354
  0.00     15.92     0.00    46751     0.00     0.00  camlOmake_env__venv_apply_prim_fun_1821
  0.00     15.92     0.00    46751     0.00     0.00  caml_curry5
  0.00     15.92     0.00    46751     0.00     0.00  caml_curry5_1
  0.00     15.92     0.00    46751     0.00     0.00  caml_curry5_2
  0.00     15.92     0.00    46751     0.00     0.00  caml_curry5_3
  0.00     15.92     0.00    45472     0.00     0.00  camlOmake_build_util__compare_1214
  0.00     15.92     0.00    45169     0.00     0.00  read64s
  0.00     15.92     0.00    44773     0.00     0.00  camlOmake_builtin__fun_1304
  0.00     15.92     0.00    40200     0.00     0.00  camlOmake_builtin_base__fun_2933
  0.00     15.92     0.00    40200     0.00     0.00  camlOmake_builtin_base__fun_2943
  0.00     15.92     0.00    39042     0.00     0.00  camlOmake_node__coarse_hash_1587
  0.00     15.92     0.00    39042     0.00     0.00  camlOmake_node__fine_hash_1533
  0.00     15.92     0.00    39012     0.00     0.00  camlOmake_node__coarse_compare_1603
  0.00     15.92     0.00    37951     0.00     0.00  camlOmake_node__new_dir_3323
  0.00     15.92     0.00    37675     0.00     0.00  camlCamlinternalFormat__fun_73286
  0.00     15.92     0.00    37675     0.00     0.00  camlCamlinternalFormat__fun_73363
  0.00     15.92     0.00    37410     0.00     0.00  camlOmake_env__venv_find_var_global_exn_2095
  0.00     15.92     0.00    34723     0.00     0.00  camlBytes__map_1117
  0.00     15.92     0.00    34655     0.00     0.00  camlOmake_eval__bool_of_value_1149
  0.00     15.92     0.00    34652     0.00     0.00  camlOmake_eval__bool_of_string_1048
  0.00     15.92     0.00    33797     0.00     0.00  camlOmake_node__make_subdir_3294
  0.00     15.92     0.00    32500     0.00     0.00  camlOmake_build_util__fun_2151
  0.00     15.92     0.00    32445     0.00     0.00  camlList__exists_1136
  0.00     15.92     0.00    30732     0.00     0.00  camlOmake_build__enable_parent_1611
  0.00     15.92     0.00    30640     0.00     0.00  caml_compare
  0.00     15.92     0.00    28531     0.00     0.00  camlOmake_build__fun_2899
  0.00     15.92     0.00    27528     0.00     0.00  caml_string_equal
  0.00     15.92     0.00    27053     0.00     0.00  camlOmake_node__add_node_2864
  0.00     15.92     0.00    27053     0.00     0.00  camlOmake_node__add_node_2882
  0.00     15.92     0.00    26834     0.00     0.00  camlFilename__find_beg_1019
  0.00     15.92     0.00    26834     0.00     0.00  camlFilename__find_end_1018
  0.00     15.92     0.00    26834     0.00     0.00  camlFilename__fun_1254
  0.00     15.92     0.00    26834     0.00     0.00  camlFilename__generic_basename_1014
  0.00     15.92     0.00    26800     0.00     0.00  camlOmake_builtin_file__fun_2827
  0.00     15.92     0.00    26800     0.00     0.00  camlOmake_builtin_file__search_target_in_path_aux_1509
  0.00     15.92     0.00    26800     0.00     0.00  camlOmake_value__fun_1889
  0.00     15.92     0.00    26800     0.00     0.00  caml_curry7_5_app
  0.00     15.92     0.00    26502     0.00     0.00  camlOmake_build__start_command_1301
  0.00     15.92     0.00    24958     0.00     0.00  camlOmake_build_util__command_list_is_empty_1728
  0.00     15.92     0.00    24106     0.00     0.00  camlLm_string_util__scan_word_1345
  0.00     15.92     0.00    24106     0.00     0.00  camlLm_string_util__wrap_string_prefix_1338
  0.00     15.92     0.00    23876     0.00     0.00  camlOmake_cache__fun_2691
  0.00     15.92     0.00    23858     0.00     0.00  caml_copy_double
  0.00     15.92     0.00    23829     0.00     0.00  camlLm_glob__search_1097
  0.00     15.92     0.00    23216     0.00     0.00  camlLm_string_util__tokens_break_1247
  0.00     15.92     0.00    23115     0.00     0.00  camlOmake_env__fun_4556
  0.00     15.92     0.00    21341     0.00     0.00  camlOmake_eval__collect_array_1489
  0.00     15.92     0.00    20625     0.00     0.00  camlOmake_builtin_base__fun_2890
  0.00     15.92     0.00    19497     0.00     0.00  camlLm_symbol__pad_with_underscore_1172
  0.00     15.92     0.00    19494     0.00     0.00  camlLm_symbol__string_of_symbol_1218
  0.00     15.92     0.00    19451     0.00     0.00  camlOmake_exec_util__compare_1176
  0.00     15.92     0.00    19328     0.00     0.00  camlLm_position__loc_exp_pos_1062
  0.00     15.92     0.00    18989     0.00     0.00  camlOmake_env__venv_intern_dir_2540
  0.00     15.92     0.00    18959     0.00     0.00  camlLm_filename_util__is_absolute_1062
  0.00     15.92     0.00    18830     0.00     0.00  camlCamlinternalFormat__strput_acc_60670
  0.00     15.92     0.00    18830     0.00     0.00  camlPrintf__fun_1092
  0.00     15.92     0.00    18830     0.00     0.00  camlPrintf__k$27_1041
  0.00     15.92     0.00    18830     0.00     0.00  camlPrintf__ksprintf_1038
  0.00     15.92     0.00    18830     0.00     0.00  camlPrintf__sprintf_1044
  0.00     15.92     0.00    18239     0.00     0.00  camlLm_map__delete_1410
  0.00     15.92     0.00    18228     0.00     0.00  camlOmake_shell_job__fun_2224
  0.00     15.92     0.00    18202     0.00     0.00  camlLm_glob__collect_1114
  0.00     15.92     0.00    18202     0.00     0.00  camlLm_glob__filename_concat_1118
  0.00     15.92     0.00    18202     0.00     0.00  camlLm_glob__fun_1893
  0.00     15.92     0.00    18202     0.00     0.00  camlLm_glob__glob_argv_name_1357
  0.00     15.92     0.00    18202     0.00     0.00  camlLm_glob__search_brace_1226
  0.00     15.92     0.00    18202     0.00     0.00  camlLm_glob__unescape_1109
  0.00     15.92     0.00    18202     0.00     0.00  camlOmake_command_type__fun_1186
  0.00     15.92     0.00    18202     0.00     0.00  camlOmake_command_type__glob_string_of_arg_1084
  0.00     15.92     0.00    18202     0.00     0.00  camlOmake_rule__fun_2547
  0.00     15.92     0.00    17732     0.00     0.00  camlLm_filename_util__is_drive_letter_1055
  0.00     15.92     0.00    17604     0.00     0.00  camlOmake_cache__fun_2644
  0.00     15.92     0.00    17450     0.00     0.00  camlOmake_rule__fun_2669
  0.00     15.92     0.00    17306     0.00     0.00  camlOmake_eval__strings_of_value_1145
  0.00     15.92     0.00    15307     0.00     0.00  camlOmake_build_util__command_tag_1673
  0.00     15.92     0.00    15129     0.00     0.00  camlOmake_builtin_base__if_fun_1081
  0.00     15.92     0.00    15000     0.00     0.00  camlOmake_build__fun_2986
  0.00     15.92     0.00    14968     0.00     0.00  camlOmake_node__dotdot_fails_3344
  0.00     15.92     0.00    14893     0.00     0.00  caml_serialize_block_8
  0.00     15.92     0.00    14893     0.00     0.00  caml_serialize_int_8
  0.00     15.92     0.00    14893     0.00     0.00  int64_serialize
  0.00     15.92     0.00    14857     0.00     0.00  camlOmake_node__updirs_generic_3361
  0.00     15.92     0.00    14802     0.00     0.00  camlOmake_node__updirs_3367
  0.00     15.92     0.00    14500     0.00     0.00  camlLm_string_set__compare_1405
  0.00     15.92     0.00    14473     0.00     0.00  camlLm_set__iter_1395
  0.00     15.92     0.00    14398     0.00     0.00  camlBytes__contains_from_1165
  0.00     15.92     0.00    14324     0.00     0.00  camlOmake_env__venv_options_2336
  0.00     15.92     0.00    14276     0.00     0.00  camlLm_set__to_list_1352
  0.00     15.92     0.00    13736     0.00     0.00  camlLm_position__base_pos_1067
  0.00     15.92     0.00    13714     0.00     0.00  camlOmake_ir_ast__fun_4133
  0.00     15.92     0.00    13700     0.00     0.00  camlOmake_eval__eval_value_delayed_1153
  0.00     15.92     0.00    13659     0.00     0.00  camlOmake_eval__eval_exp_1194
  0.00     15.92     0.00    13659     0.00     0.00  camlOmake_pos__ir_exp_pos_1053
  0.00     15.92     0.00    13191     0.00     0.00  camlOmake_eval__group_1479
  0.00     15.92     0.00    13130     0.00     0.00  camlOmake_env__fun_4281
  0.00     15.92     0.00    12903     0.00     0.00  camlLm_set__is_empty_1388
  0.00     15.92     0.00    12468     0.00     0.00  camlOmake_exec_print__progress_flushed_1327
  0.00     15.92     0.00    12233     0.00     0.00  camlLm_map__remove_1660
  0.00     15.92     0.00    12196     0.00     0.00  camlOmake_node__reintern_2902
  0.00     15.92     0.00    12156     0.00     0.00  camlOmake_eval__fun_4375
  0.00     15.92     0.00    11488     0.00     0.00  camlOmake_rule__fun_2578
  0.00     15.92     0.00    11488     0.00     0.00  camlOmake_rule__target_of_value_1567
  0.00     15.92     0.00    11429     0.00     0.00  camlOmake_eval__wrap_string_1524
  0.00     15.92     0.00    11260     0.00     0.00  camlOmake_builtin_util__val_of_bool_1084
  0.00     15.92     0.00    10810     0.00     0.00  camlLm_lexer__compare_1487
  0.00     15.92     0.00    10543     0.00     0.00  caml_alloc_custom
  0.00     15.92     0.00    10472     0.00     0.00  camlLm_hash_code__fun_1156
  0.00     15.92     0.00    10095     0.00     0.00  camlBytes__blit_1061
  0.00     15.92     0.00    10000     0.00     0.00  camlList__assoc_1164
  0.00     15.92     0.00     9975     0.00     0.00  camlLm_hash_code__add_bool_1073
  0.00     15.92     0.00     9724     0.00     0.00  camlOmake_exec_util__tee_file_1210
  0.00     15.92     0.00     9512     0.00     0.00  camlLm_set__remove_1331
  0.00     15.92     0.00     9480     0.00     0.00  camlOmake_eval__eval_sequence_1203
  0.00     15.92     0.00     9451     0.00     0.00  camlBytes__rindex_rec_1154
  0.00     15.92     0.00     9450     0.00     0.00  camlOmake_value__number_of_value_1126
  0.00     15.92     0.00     8752     0.00     0.00  camlOmake_shell_lex__arg_of_redirect_1170
  0.00     15.92     0.00     8750     0.00     0.00  camlOmake_command_digest__squash_redirect_1554
  0.00     15.92     0.00     8661     0.00     0.00  camlOmake_build_util__command_list_head_1732
  0.00     15.92     0.00     8599     0.00     0.00  caml_gc_message
  0.00     15.92     0.00     8391     0.00     0.00  camlOmake_env__venv_dir_2885
  0.00     15.92     0.00     8165     0.00     0.00  camlLm_wild__is_wild_1020
  0.00     15.92     0.00     8050     0.00     0.00  camlOmake_rule__fun_2645
  0.00     15.92     0.00     8050     0.00     0.00  camlOmake_rule__fun_2649
  0.00     15.92     0.00     8050     0.00     0.00  camlOmake_rule__fun_2652
  0.00     15.92     0.00     7938     0.00     0.00  camlLm_string_util__search2_1067
  0.00     15.92     0.00     7899     0.00     0.00  camlOmake_build__start_or_build_commands_1522
  0.00     15.92     0.00     7877     0.00     0.00  camlLm_set__singleton_1389
  0.00     15.92     0.00     7799     0.00     0.00  camlOmake_rule__targets_of_value_1572
  0.00     15.92     0.00     7712     0.00     0.00  camlOmake_build_tee__unlink_tee_1095
  0.00     15.92     0.00     7694     0.00     0.00  camlLm_map__filter_add_1959
  0.00     15.92     0.00     7694     0.00     0.00  camlLm_map__fun_3094
  0.00     15.92     0.00     7694     0.00     0.00  camlOmake_cache__add_1289
  0.00     15.92     0.00     7694     0.00     0.00  camlOmake_cache__fun_2571
  0.00     15.92     0.00     7611     0.00     0.00  caml_urge_major_slice
  0.00     15.92     0.00     7602     0.00     0.00  caml_MD5Update
  0.00     15.92     0.00     7600     0.00     0.00  camlOmake_build__fun_2920
  0.00     15.92     0.00     7562     0.00     0.00  camlOmake_node__name_3475
  0.00     15.92     0.00     7558     0.00     0.00  camlOmake_node__relocate_dir_3410
  0.00     15.92     0.00     7544     0.00     0.00  camlOmake_node__string_prefix_phony_3456
  0.00     15.92     0.00     7500     0.00     0.00  camlOmake_rule__enter_1167
  0.00     15.92     0.00     7213     0.00     0.00  camlLm_symbol__fun_1953
  0.00     15.92     0.00     6911     0.00     0.00  camlOmake_node__fullname_3478
  0.00     15.92     0.00     6650     0.00     0.00  caml_do_read
  0.00     15.92     0.00     6624     0.00     0.00  camlOmake_build__command_set_blocked_1570
  0.00     15.92     0.00     6426     0.00     0.00  camlBuffer__resize_1041
  0.00     15.92     0.00     6361     0.00     0.00  caml_convert_flag_list
  0.00     15.92     0.00     6350     0.00     0.00  camlOmake_build__fun_2886
  0.00     15.92     0.00     6308     0.00     0.00  parse_digit
  0.00     15.92     0.00     6248     0.00     0.00  caml_initialize
  0.00     15.92     0.00     6228     0.00     0.00  camlLm_map__fun_2697
  0.00     15.92     0.00     6149     0.00     0.00  camlLm_hash__reintern_1379
  0.00     15.92     0.00     6040     0.00     0.00  camlOmake_env__fun_4015
  0.00     15.92     0.00     6040     0.00     0.00  camlOmake_env__fun_4017
  0.00     15.92     0.00     6040     0.00     0.00  camlOmake_env__fun_4417
  0.00     15.92     0.00     6006     0.00     0.00  camlLm_map__filter_remove_1663
  0.00     15.92     0.00     6005     0.00     0.00  camlOmake_cache__reset_1614
  0.00     15.92     0.00     6004     0.00     0.00  camlOmake_cache__force_stat_1757
  0.00     15.92     0.00     5985     0.00     0.00  caml_copy_int64
